YYYYMMDD,t1 [days],Ap1 [2 nT],YYYYMMDD,t2 [days],Ap2 [2 nT]
19380322,2273,46,19890322,2273,39
19380323,2274,52,19890323,2274,36
19380324,2275,43,19890324,2275,16
19380325,2276,15,19890325,2276,10
19380326,2277,26,19890326,2277,14
19380327,2278,7,19890327,2278,44
19380328,2279,4,19890328,2279,39
19380329,2280,10,19890329,2280,71
19380330,2281,3,19890330,2281,47
19380331,2282,3,19890331,2282,52
19380401,2283,5,19890401,2283,42
19380402,2284,4,19890402,2284,26
19380403,2285,8,19890403,2285,21
19380404,2286,9,19890404,2286,46
19380405,2287,2,19890405,2287,43
19380406,2288,22,19890406,2288,14
19380407,2289,19,19890407,2289,27
19380408,2290,8,19890408,2290,20
19380409,2291,12,19890409,2291,15
19380410,2292,9,19890410,2292,8
19380411,2293,16,19890411,2293,15
19380412,2294,12,19890412,2294,6
19380413,2295,36,19890413,2295,17
19380414,2296,60,19890414,2296,25
19380415,2297,19,19890415,2297,27
19380416,2298,136,19890416,2298,20
19380417,2299,21,19890417,2299,10
19380418,2300,18,19890418,2300,10
19380419,2301,11,19890419,2301,7
19380420,2302,6,19890420,2302,10
19380421,2303,7,19890421,2303,7
19380422,2304,14,19890422,2304,7
19380423,2305,41,19890423,2305,12
19380424,2306,13,19890424,2306,8
19380425,2307,18,19890425,2307,34
19380426,2308,8,19890426,2308,76
19380427,2309,5,19890427,2309,49
19380428,2310,3,19890428,2310,39
19380429,2311,4,19890429,2311,28
19380430,2312,4,19890430,2312,17
19380501,2313,4,19890501,2313,10
19380502,2314,7,19890502,2314,19
19380503,2315,16,19890503,2315,12
19380504,2316,44,19890504,2316,20
19380505,2317,19,19890505,2317,44
19380506,2318,12,19890506,2318,14
19380507,2319,5,19890507,2319,46
19380508,2320,5,19890508,2320,5
19380509,2321,5,19890509,2321,5
19380510,2322,8,19890510,2322,4
19380511,2323,103,19890511,2323,6
19380512,2324,76,19890512,2324,11
19380513,2325,17,19890513,2325,9
19380514,2326,40,19890514,2326,10
19380515,2327,24,19890515,2327,13
19380516,2328,16,19890516,2328,7
19380517,2329,14,19890517,2329,7
19380518,2330,7,19890518,2330,6
19380519,2331,5,19890519,2331,6
19380520,2332,4,19890520,2332,15
19380521,2333,5,19890521,2333,8
19380522,2334,6,19890522,2334,12
19380523,2335,3,19890523,2335,47
19380524,2336,16,19890524,2336,68
19380525,2337,10,19890525,2337,24
19380526,2338,4,19890526,2338,17
19380527,2339,7,19890527,2339,16
19380528,2340,15,19890528,2340,14
19380529,2341,38,19890529,2341,14
19380530,2342,12,19890530,2342,9
19380531,2343,6,19890531,2343,13
19380601,2344,6,19890601,2344,11
19380602,2345,16,19890602,2345,19
19380603,2346,7,19890603,2346,14
19380604,2347,4,19890604,2347,14
19380605,2348,7,19890605,2348,7
19380606,2349,5,19890606,2349,11
19380607,2350,8,19890607,2350,35
19380608,2351,31,19890608,2351,23
19380609,2352,8,19890609,2352,34
19380610,2353,14,19890610,2353,78
19380611,2354,18,19890611,2354,22
19380612,2355,30,19890612,2355,12
19380613,2356,27,19890613,2356,16
19380614,2357,3,19890614,2357,50
19380615,2358,3,19890615,2358,37
19380616,2359,7,19890616,2359,9
19380617,2360,6,19890617,2360,5
19380618,2361,5,19890618,2361,5
19380619,2362,4,19890619,2362,9
19380620,2363,4,19890620,2363,28
19380621,2364,13,19890621,2364,5
19380622,2365,6,19890622,2365,5
19380623,2366,0,19890623,2366,5
19380624,2367,4,19890624,2367,10
19380625,2368,4,19890625,2368,7
19380626,2369,5,19890626,2369,8
19380627,2370,5,19890627,2370,6
19380628,2371,3,19890628,2371,7
19380629,2372,7,19890629,2372,13
19380630,2373,6,19890630,2373,10
19380701,2374,23,19890701,2374,26
19380702,2375,14,19890702,2375,5
19380703,2376,4,19890703,2376,3
19380704,2377,35,19890704,2377,3
19380705,2378,17,19890705,2378,15
19380706,2379,12,19890706,2379,11
19380707,2380,5,19890707,2380,8
19380708,2381,6,19890708,2381,4
19380709,2382,10,19890709,2382,6
19380710,2383,28,19890710,2383,11
19380711,2384,6,19890711,2384,4
19380712,2385,5,19890712,2385,3
19380713,2386,12,19890713,2386,7
19380714,2387,19,19890714,2387,4
19380715,2388,67,19890715,2388,6
19380716,2389,31,19890716,2389,2
19380717,2390,7,19890717,2390,13
19380718,2391,4,19890718,2391,13
19380719,2392,7,19890719,2392,4
19380720,2393,6,19890720,2393,4
19380721,2394,6,19890721,2394,5
19380722,2395,5,19890722,2395,7
19380723,2396,6,19890723,2396,11
19380724,2397,5,19890724,2397,8
19380725,2398,2,19890725,2398,6
19380726,2399,3,19890726,2399,13
19380727,2400,4,19890727,2400,8
19380728,2401,2,19890728,2401,9
19380729,2402,8,19890729,2402,10
19380730,2403,45,19890730,2403,7
19380731,2404,5,19890731,2404,5
19380801,2405,19,19890801,2405,6
19380802,2406,27,19890802,2406,6
19380803,2407,27,19890803,2407,5
19380804,2408,50,19890804,2408,9
19380805,2409,29,19890805,2409,2
19380806,2410,12,19890806,2410,8
19380807,2411,11,19890807,2411,9
19380808,2412,5,19890808,2412,7
19380809,2413,4,19890809,2413,10
19380810,2414,11,19890810,2414,41
19380811,2415,39,19890811,2415,25
19380812,2416,10,19890812,2416,8
19380813,2417,7,19890813,2417,9
19380814,2418,4,19890814,2418,55
19380815,2419,2,19890815,2419,77
19380816,2420,2,19890816,2420,26
19380817,2421,4,19890817,2421,34
19380818,2422,3,19890818,2422,29
19380819,2423,4,19890819,2423,14
19380820,2424,3,19890820,2424,26
19380821,2425,6,19890821,2425,21
19380822,2426,18,19890822,2426,13
19380823,2427,28,19890823,2427,28
19380824,2428,10,19890824,2428,6
19380825,2429,8,19890825,2429,5
19380826,2430,4,19890826,2430,6
19380827,2431,4,19890827,2431,26
19380828,2432,7,19890828,2432,23
19380829,2433,10,19890829,2433,58
19380830,2434,11,19890830,2434,17
19380831,2435,5,19890831,2435,6
19380901,2436,5,19890901,2436,8
19380902,2437,5,19890902,2437,8
19380903,2438,9,19890903,2438,8
19380904,2439,7,19890904,2439,30
19380905,2440,11,19890905,2440,21
19380906,2441,4,19890906,2441,12
19380907,2442,8,19890907,2442,23
19380908,2443,7,19890908,2443,16
19380909,2444,8,19890909,2444,11
19380910,2445,8,19890910,2445,10
19380911,2446,8,19890911,2446,3
19380912,2447,10,19890912,2447,12
19380913,2448,21,19890913,2448,9
19380914,2449,49,19890914,2449,5
19380915,2450,100,19890915,2450,40
19380916,2451,12,19890916,2451,24
19380917,2452,10,19890917,2452,7
19380918,2453,5,19890918,2453,52
19380919,2454,4,19890919,2454,70
19380920,2455,6,19890920,2455,6
19380921,2456,7,19890921,2456,8
19380922,2457,12,19890922,2457,23
19380923,2458,9,19890923,2458,4
19380924,2459,3,19890924,2459,7
19380925,2460,4,19890925,2460,5
19380926,2461,38,19890926,2461,54
19380927,2462,30,19890927,2462,8
19380928,2463,56,19890928,2463,8
19380929,2464,16,19890929,2464,8
19380930,2465,32,19890930,2465,12
19381001,2466,45,19891001,2466,13
19381002,2467,17,19891002,2467,9
19381003,2468,15,19891003,2468,12
19381004,2469,10,19891004,2469,6
19381005,2470,2,19891005,2470,5
19381006,2471,7,19891006,2471,10
19381007,2472,67,19891007,2472,12
19381008,2473,58,19891008,2473,9
19381009,2474,12,19891009,2474,11
19381010,2475,11,19891010,2475,12
19381011,2476,10,19891011,2476,7
19381012,2477,4,19891012,2477,8
19381013,2478,3,19891013,2478,1
19381014,2479,2,19891014,2479,1
19381015,2480,4,19891015,2480,4
19381016,2481,12,19891016,2481,10
19381017,2482,6,19891017,2482,12
19381018,2483,5,19891018,2483,17
19381019,2484,10,19891019,2484,25
19381020,2485,14,19891020,2485,112
19381021,2486,7,19891021,2486,146
19381022,2487,6,19891022,2487,51
19381023,2488,18,19891023,2488,23
19381024,2489,23,19891024,2489,17
19381025,2490,34,19891025,2490,23
19381026,2491,33,19891026,2491,24
19381027,2492,33,19891027,2492,17
19381028,2493,22,19891028,2493,9
19381029,2494,10,19891029,2494,13
19381030,2495,5,19891030,2495,23
19381031,2496,3,19891031,2496,14
19381101,2497,6,19891101,2497,8
19381102,2498,5,19891102,2498,21
19381103,2499,4,19891103,2499,26
19381104,2500,5,19891104,2500,28
19381105,2501,4,19891105,2501,19
19381106,2502,6,19891106,2502,11
19381107,2503,5,19891107,2503,19
19381108,2504,24,19891108,2504,15
19381109,2505,33,19891109,2505,25
19381110,2506,9,19891110,2506,10
19381111,2507,4,19891111,2507,18
19381112,2508,2,19891112,2508,10
19381113,2509,3,19891113,2509,43
19381114,2510,8,19891114,2510,14
19381115,2511,7,19891115,2511,6
19381116,2512,6,19891116,2512,5
19381117,2513,24,19891117,2513,109
19381118,2514,11,19891118,2514,45
19381119,2515,8,19891119,2515,8
19381120,2516,10,19891120,2516,9
19381121,2517,20,19891121,2517,12
19381122,2518,13,19891122,2518,6
19381123,2519,14,19891123,2519,6
19381124,2520,17,19891124,2520,8
19381125,2521,13,19891125,2521,2
19381126,2522,19,19891126,2522,11
19381127,2523,7,19891127,2523,16
19381128,2524,6,19891128,2524,28
19381129,2525,5,19891129,2525,19
19381130,2526,3,19891130,2526,20
19381201,2527,2,19891201,2527,38
19381202,2528,18,19891202,2528,22
19381203,2529,28,19891203,2529,26
19381204,2530,10,19891204,2530,31
19381205,2531,9,19891205,2531,14
19381206,2532,6,19891206,2532,5
19381207,2533,4,19891207,2533,10
19381208,2534,2,19891208,2534,6
19381209,2535,9,19891209,2535,4
19381210,2536,29,19891210,2536,3
19381211,2537,10,19891211,2537,6
19381212,2538,8,19891212,2538,8
19381213,2539,10,19891213,2539,7
19381214,2540,9,19891214,2540,12
19381215,2541,6,19891215,2541,10
19381216,2542,22,19891216,2542,16
19381217,2543,30,19891217,2543,11
19381218,2544,36,19891218,2544,7
19381219,2545,20,19891219,2545,6
19381220,2546,15,19891220,2546,7
19381221,2547,10,19891221,2547,8
19381222,2548,22,19891222,2548,27
19381223,2549,6,19891223,2549,15
19381224,2550,4,19891224,2550,20
19381225,2551,4,19891225,2551,16
19381226,2552,2,19891226,2552,22
19381227,2553,3,19891227,2553,25
19381228,2554,6,19891228,2554,10
19381229,2555,4,19891229,2555,51
19381230,2556,5,19891230,2556,30
19381231,2557,3,19891231,2557,35
19390101,2558,3,19900101,2558,16
19390102,2559,4,19900102,2559,17
19390103,2560,4,19900103,2560,15
19390104,2561,3,19900104,2561,12
19390105,2562,11,19900105,2562,17
19390106,2563,8,19900106,2563,7
19390107,2564,8,19900107,2564,6
19390108,2565,10,19900108,2565,11
19390109,2566,12,19900109,2566,14
19390110,2567,10,19900110,2567,16
19390111,2568,8,19900111,2568,18
19390112,2569,6,19900112,2569,15
19390113,2570,4,19900113,2570,9
19390114,2571,12,19900114,2571,8
19390115,2572,7,19900115,2572,9
19390116,2573,6,19900116,2573,10
19390117,2574,16,19900117,2574,9
19390118,2575,8,19900118,2575,9
19390119,2576,6,19900119,2576,4
19390120,2577,10,19900120,2577,14
19390121,2578,12,19900121,2578,17
19390122,2579,10,19900122,2579,19
19390123,2580,11,19900123,2580,20
19390124,2581,7,19900124,2581,33
19390125,2582,5,19900125,2582,19
19390126,2583,1,19900126,2583,10
19390127,2584,1,19900127,2584,4
19390128,2585,4,19900128,2585,7
19390129,2586,4,19900129,2586,24
19390130,2587,4,19900130,2587,24
19390131,2588,5,19900131,2588,18
19390201,2589,13,19900201,2589,22
19390202,2590,20,19900202,2590,25
19390203,2591,11,19900203,2591,9
19390204,2592,10,19900204,2592,29
19390205,2593,12,19900205,2593,24
19390206,2594,43,19900206,2594,10
19390207,2595,22,19900207,2595,25
19390208,2596,6,19900208,2596,8
19390209,2597,11,19900209,2597,7
19390210,2598,15,19900210,2598,8
19390211,2599,14,19900211,2599,10
19390212,2600,2,19900212,2600,7
19390213,2601,5,19900213,2601,9
19390214,2602,7,19900214,2602,30
19390215,2603,13,19900215,2603,36
19390216,2604,16,19900216,2604,50
19390217,2605,15,19900217,2605,33
19390218,2606,12,19900218,2606,23
19390219,2607,12,19900219,2607,33
19390220,2608,7,19900220,2608,38
19390221,2609,2,19900221,2609,16
19390222,2610,4,19900222,2610,21
19390223,2611,7,19900223,2611,36
19390224,2612,55,19900224,2612,29
19390225,2613,73,19900225,2613,29
19390226,2614,6,19900226,2614,19
19390227,2615,4,19900227,2615,26
19390228,2616,10,19900228,2616,31
19390301,2617,22,19900301,2617,20
19390302,2618,26,19900302,2618,14
19390303,2619,20,19900303,2619,10
19390304,2620,28,19900304,2620,6
19390305,2621,14,19900305,2621,11
19390306,2622,15,19900306,2622,21
19390307,2623,8,19900307,2623,8
19390308,2624,15,19900308,2624,10
19390309,2625,19,19900309,2625,8
19390310,2626,10,19900310,2626,8
19390311,2627,13,19900311,2627,14
19390312,2628,14,19900312,2628,43
19390313,2629,7,19900313,2629,29
19390314,2630,8,19900314,2630,26
19390315,2631,14,19900315,2631,11
19390316,2632,23,19900316,2632,8
19390317,2633,14,19900317,2633,3
19390318,2634,4,19900318,2634,35
19390319,2635,4,19900319,2635,16
19390320,2636,10,19900320,2636,30
19390321,2637,22,19900321,2637,75
19390322,2638,26,19900322,2638,28
19390323,2639,22,19900323,2639,29
19390324,2640,10,19900324,2640,18
19390325,2641,7,19900325,2641,39
19390326,2642,12,19900326,2642,41
19390327,2643,26,19900327,2643,34
19390328,2644,56,19900328,2644,24
19390329,2645,71,19900329,2645,27
19390330,2646,32,19900330,2646,69
19390331,2647,20,19900331,2647,7
19390401,2648,28,19900401,2648,6
19390402,2649,18,19900402,2649,11
19390403,2650,16,19900403,2650,17
19390404,2651,18,19900404,2651,10
19390405,2652,18,19900405,2652,10
19390406,2653,8,19900406,2653,7
19390407,2654,5,19900407,2654,8
19390408,2655,10,19900408,2655,7
19390409,2656,14,19900409,2656,34
19390410,2657,42,19900410,2657,124
19390411,2658,30,19900411,2658,64
19390412,2659,17,19900412,2659,99
19390413,2660,10,19900413,2660,38
19390414,2661,9,19900414,2661,45
19390415,2662,5,19900415,2662,24
19390416,2663,4,19900416,2663,10
19390417,2664,135,19900417,2664,40
19390418,2665,42,19900418,2665,24
19390419,2666,45,19900419,2666,9
19390420,2667,27,19900420,2667,18
19390421,2668,24,19900421,2668,13
19390422,2669,20,19900422,2669,16
19390423,2670,92,19900423,2670,37
19390424,2671,79,19900424,2671,30
19390425,2672,61,19900425,2672,19
19390426,2673,9,19900426,2673,16
19390427,2674,14,19900427,2674,15
19390428,2675,16,19900428,2675,20
19390429,2676,15,19900429,2676,30
19390430,2677,8,19900430,2677,19
19390501,2678,56,19900501,2678,8
19390502,2679,48,19900502,2679,10
19390503,2680,23,19900503,2680,18
19390504,2681,8,19900504,2681,12
19390505,2682,27,19900505,2682,10
19390506,2683,40,19900506,2683,5
19390507,2684,51,19900507,2684,7
19390508,2685,34,19900508,2685,11
19390509,2686,26,19900509,2686,16
19390510,2687,8,19900510,2687,33
19390511,2688,6,19900511,2688,24
19390512,2689,6,19900512,2689,7
19390513,2690,9,19900513,2690,11
19390514,2691,5,19900514,2691,3
19390515,2692,10,19900515,2692,5
19390516,2693,20,19900516,2693,3
19390517,2694,12,19900517,2694,4
19390518,2695,12,19900518,2695,31
19390519,2696,13,19900519,2696,18
19390520,2697,17,19900520,2697,20
19390521,2698,18,19900521,2698,22
19390522,2699,30,19900522,2699,32
19390523,2700,26,19900523,2700,11
19390524,2701,30,19900524,2701,8
19390525,2702,28,19900525,2702,20
19390526,2703,21,19900526,2703,47
19390527,2704,12,19900527,2704,45
19390528,2705,22,19900528,2705,7
19390529,2706,34,19900529,2706,10
19390530,2707,6,19900530,2707,23
19390531,2708,6,19900531,2708,11
19390601,2709,15,19900601,2709,10
19390602,2710,23,19900602,2710,6
19390603,2711,16,19900603,2711,6
19390604,2712,18,19900604,2712,5
19390605,2713,12,19900605,2713,5
19390606,2714,6,19900606,2714,11
19390607,2715,4,19900607,2715,22
19390608,2716,5,19900608,2716,16
19390609,2717,4,19900609,2717,32
19390610,2718,8,19900610,2718,17
19390611,2719,6,19900611,2719,11
19390612,2720,5,19900612,2720,89
19390613,2721,14,19900613,2721,70
19390614,2722,61,19900614,2722,79
19390615,2723,12,19900615,2723,9
19390616,2724,35,19900616,2724,5
19390617,2725,6,19900617,2725,3
19390618,2726,20,19900618,2726,11
19390619,2727,20,19900619,2727,6
19390620,2728,16,19900620,2728,3
19390621,2729,21,19900621,2729,5
19390622,2730,11,19900622,2730,6
19390623,2731,14,19900623,2731,7
19390624,2732,9,19900624,2732,8
19390625,2733,5,19900625,2733,7
19390626,2734,14,19900626,2734,7
19390627,2735,18,19900627,2735,12
19390628,2736,15,19900628,2736,7
19390629,2737,23,19900629,2737,8
19390630,2738,17,19900630,2738,4
19390701,2739,11,19900701,2739,5
19390702,2740,11,19900702,2740,7
19390703,2741,45,19900703,2741,7
19390704,2742,43,19900704,2742,9
19390705,2743,94,19900705,2743,10
19390706,2744,17,19900706,2744,7
19390707,2745,3,19900707,2745,6
19390708,2746,5,19900708,2746,10
19390709,2747,4,19900709,2747,5
19390710,2748,4,19900710,2748,14
19390711,2749,12,19900711,2749,7
19390712,2750,15,19900712,2750,8
19390713,2751,5,19900713,2751,13
19390714,2752,31,19900714,2752,12
19390715,2753,13,19900715,2753,9
19390716,2754,26,19900716,2754,7
19390717,2755,18,19900717,2755,6
19390718,2756,10,19900718,2756,8
19390719,2757,12,19900719,2757,16
19390720,2758,47,19900720,2758,16
19390721,2759,36,19900721,2759,7
19390722,2760,21,19900722,2760,6
19390723,2761,9,19900723,2761,4
19390724,2762,9,19900724,2762,4
19390725,2763,14,19900725,2763,4
19390726,2764,35,19900726,2764,14
19390727,2765,13,19900727,2765,9
19390728,2766,9,19900728,2766,102
19390729,2767,6,19900729,2767,75
19390730,2768,5,19900730,2768,12
19390731,2769,6,19900731,2769,7
19390801,2770,5,19900801,2770,26
19390802,2771,2,19900802,2771,9
19390803,2772,2,19900803,2772,11
19390804,2773,3,19900804,2773,7
19390805,2774,4,19900805,2774,5
19390806,2775,3,19900806,2775,9
19390807,2776,4,19900807,2776,7
19390808,2777,4,19900808,2777,6
19390809,2778,2,19900809,2778,5
19390810,2779,13,19900810,2779,6
19390811,2780,16,19900811,2780,9
19390812,2781,88,19900812,2781,7
19390813,2782,34,19900813,2782,12
19390814,2783,9,19900814,2783,19
19390815,2784,5,19900815,2784,26
19390816,2785,62,19900816,2785,25
19390817,2786,20,19900817,2786,13
19390818,2787,6,19900818,2787,12
19390819,2788,11,19900819,2788,15
19390820,2789,6,19900820,2789,20
19390821,2790,9,19900821,2790,32
19390822,2791,133,19900822,2791,41
19390823,2792,89,19900823,2792,65
19390824,2793,13,19900824,2793,23
19390825,2794,10,19900825,2794,6
19390826,2795,6,19900826,2795,63
19390827,2796,9,19900827,2796,15
19390828,2797,6,19900828,2797,6
19390829,2798,5,19900829,2798,11
19390830,2799,6,19900830,2799,26
19390831,2800,3,19900831,2800,16
19390901,2801,3,19900901,2801,26
19390902,2802,10,19900902,2802,2
19390903,2803,40,19900903,2803,4
19390904,2804,6,19900904,2804,8
19390905,2805,3,19900905,2805,11
19390906,2806,8,19900906,2806,12
19390907,2807,8,19900907,2807,14
19390908,2808,6,19900908,2808,8
19390909,2809,26,19900909,2809,10
19390910,2810,17,19900910,2810,11
19390911,2811,7,19900911,2811,25
19390912,2812,13,19900912,2812,19
19390913,2813,7,19900913,2813,19
19390914,2814,12,19900914,2814,19
19390915,2815,6,19900915,2815,22
19390916,2816,7,19900916,2816,23
19390917,2817,55,19900917,2817,13
19390918,2818,8,19900918,2818,19
19390919,2819,33,19900919,2819,16
19390920,2820,33,19900920,2820,16
19390921,2821,11,19900921,2821,15
19390922,2822,12,19900922,2822,20
19390923,2823,4,19900923,2823,13
19390924,2824,7,19900924,2824,13
19390925,2825,9,19900925,2825,11
19390926,2826,24,19900926,2826,12
19390927,2827,6,19900927,2827,8
19390928,2828,4,19900928,2828,9
19390929,2829,3,19900929,2829,7
19390930,2830,9,19900930,2830,5
19391001,2831,8,19901001,2831,2
19391002,2832,5,19901002,2832,5
19391003,2833,38,19901003,2833,10
19391004,2834,51,19901004,2834,17
19391005,2835,15,19901005,2835,10
19391006,2836,32,19901006,2836,13
19391007,2837,14,19901007,2837,8
19391008,2838,10,19901008,2838,4
19391009,2839,32,19901009,2839,12
19391010,2840,5,19901010,2840,48
19391011,2841,11,19901011,2841,42
19391012,2842,4,19901012,2842,31
19391013,2843,89,19901013,2843,16
19391014,2844,74,19901014,2844,17
19391015,2845,68,19901015,2845,26
19391016,2846,35,19901016,2846,10
19391017,2847,36,19901017,2847,5
19391018,2848,27,19901018,2848,5
19391019,2849,24,19901019,2849,9
19391020,2850,5,19901020,2850,23
19391021,2851,12,19901021,2851,11
19391022,2852,8,19901022,2852,10
19391023,2853,15,19901023,2853,10
19391024,2854,7,19901024,2854,25
19391025,2855,5,19901025,2855,9
19391026,2856,6,19901026,2856,10
19391027,2857,4,19901027,2857,8
19391028,2858,8,19901028,2858,4
19391029,2859,10,19901029,2859,10
19391030,2860,8,19901030,2860,20
19391031,2861,7,19901031,2861,25
19391101,2862,9,19901101,2862,9
19391102,2863,6,19901102,2863,10
19391103,2864,7,19901103,2864,6
19391104,2865,6,19901104,2865,3
19391105,2866,6,19901105,2866,2
19391106,2867,6,19901106,2867,2
19391107,2868,6,19901107,2868,6
19391108,2869,4,19901108,2869,8
19391109,2870,5,19901109,2870,12
19391110,2871,4,19901110,2871,12
19391111,2872,5,19901111,2872,12
19391112,2873,11,19901112,2873,5
19391113,2874,43,19901113,2874,3
19391114,2875,20,19901114,2875,1
19391115,2876,10,19901115,2876,3
19391116,2877,5,19901116,2877,17
19391117,2878,4,19901117,2878,16
19391118,2879,4,19901118,2879,15
19391119,2880,8,19901119,2880,10
19391120,2881,7,19901120,2881,7
19391121,2882,4,19901121,2882,10
19391122,2883,2,19901122,2883,3
19391123,2884,3,19901123,2884,4
19391124,2885,8,19901124,2885,2
19391125,2886,25,19901125,2886,5
19391126,2887,16,19901126,2887,9
19391127,2888,8,19901127,2888,45
19391128,2889,6,19901128,2889,18
19391129,2890,6,19901129,2890,5
19391130,2891,6,19901130,2891,9
19391201,2892,10,19901201,2892,5
19391202,2893,7,19901202,2893,5
19391203,2894,6,19901203,2894,7
19391204,2895,5,19901204,2895,17
19391205,2896,10,19901205,2896,13
19391206,2897,20,19901206,2897,7
19391207,2898,46,19901207,2898,5
19391208,2899,30,19901208,2899,8
19391209,2900,18,19901209,2900,5
19391210,2901,9,19901210,2901,2
19391211,2902,8,19901211,2902,2
19391212,2903,9,19901212,2903,7
19391213,2904,6,19901213,2904,15
19391214,2905,4,19901214,2905,8
19391215,2906,8,19901215,2906,6
19391216,2907,10,19901216,2907,8
19391217,2908,6,19901217,2908,6
19391218,2909,2,19901218,2909,5
19391219,2910,1,19901219,2910,2
19391220,2911,3,19901220,2911,8
19391221,2912,19,19901221,2912,3
19391222,2913,25,19901222,2913,3
19391223,2914,10,19901223,2914,7
19391224,2915,12,19901224,2915,15
19391225,2916,8,19901225,2916,10
19391226,2917,6,19901226,2917,4
19391227,2918,13,19901227,2918,6
19391228,2919,9,19901228,2919,4
19391229,2920,11,19901229,2920,4
19391230,2921,7,19901230,2921,12
19391231,2922,3,19901231,2922,9
19400101,2923,10,19910101,2923,8
19400102,2924,14,19910102,2924,10
19400103,2925,47,19910103,2925,11
19400104,2926,24,19910104,2926,8
19400105,2927,12,19910105,2927,8
19400106,2928,20,19910106,2928,4
19400107,2929,19,19910107,2929,3
19400108,2930,12,19910108,2930,8
19400109,2931,12,19910109,2931,8
19400110,2932,27,19910110,2932,9
19400111,2933,23,19910111,2933,7
19400112,2934,27,19910112,2934,19
19400113,2935,7,19910113,2935,12
19400114,2936,3,19910114,2936,4
19400115,2937,7,19910115,2937,12
19400116,2938,12,19910116,2938,7
19400117,2939,21,19910117,2939,11
19400118,2940,38,19910118,2940,11
19400119,2941,8,19910119,2941,4
19400120,2942,7,19910120,2942,5
19400121,2943,3,19910121,2943,4
19400122,2944,7,19910122,2944,4
19400123,2945,6,19910123,2945,6
19400124,2946,15,19910124,2946,22
19400125,2947,14,19910125,2947,13
19400126,2948,2,19910126,2948,11
19400127,2949,6,19910127,2949,7
19400128,2950,2,19910128,2950,5
19400129,2951,10,19910129,2951,4
19400130,2952,18,19910130,2952,4
19400131,2953,29,19910131,2953,14
19400201,2954,39,19910201,2954,28
19400202,2955,18,19910202,2955,12
19400203,2956,16,19910203,2956,5
19400204,2957,8,19910204,2957,6
19400205,2958,11,19910205,2958,8
19400206,2959,14,19910206,2959,6
19400207,2960,12,19910207,2960,10
19400208,2961,11,19910208,2961,14
19400209,2962,9,19910209,2962,17
19400210,2963,7,19910210,2963,8
19400211,2964,9,19910211,2964,17
19400212,2965,16,19910212,2965,13
19400213,2966,10,19910213,2966,11
19400214,2967,6,19910214,2967,8
19400215,2968,8,19910215,2968,9
19400216,2969,8,19910216,2969,5
19400217,2970,5,19910217,2970,4
19400218,2971,2,19910218,2971,4
19400219,2972,3,19910219,2972,8
19400220,2973,21,19910220,2973,7
19400221,2974,18,19910221,2974,8
19400222,2975,13,19910222,2975,14
19400223,2976,11,19910223,2976,21
19400224,2977,17,19910224,2977,6
19400225,2978,36,19910225,2978,11
19400226,2979,8,19910226,2979,8
19400227,2980,7,19910227,2980,9
19400228,2981,6,19910228,2981,18
19400229,2982,12,19910301,2982,13
19400301,2983,7,19910302,2983,9
19400302,2984,5,19910303,2984,6
19400303,2985,7,19910304,2985,9
19400304,2986,4,19910305,2986,23
19400305,2987,4,19910306,2987,24
19400306,2988,3,19910307,2988,25
19400307,2989,4,19910308,2989,17
19400308,2990,11,19910309,2990,25
19400309,2991,27,19910310,2991,21
19400310,2992,6,19910311,2992,5
19400311,2993,3,19910312,2993,17
19400312,2994,13,19910313,2994,27
19400313,2995,10,19910314,2995,7
19400314,2996,10,19910315,2996,6
19400315,2997,1,19910316,2997,8
19400316,2998,5,19910317,2998,13
19400317,2999,2,19910318,2999,9
19400318,3000,1,19910319,3000,12
19400319,3001,20,19910320,3001,12
19400320,3002,27,19910321,3002,27
19400321,3003,10,19910322,3003,20
19400322,3004,10,19910323,3004,11
19400323,3005,51,19910324,3005,161
19400324,3006,187,19910325,3006,113
19400325,3007,184,19910326,3007,114
19400326,3008,53,19910327,3008,31
19400327,3009,30,19910328,3009,20
19400328,3010,21,19910329,3010,4
19400329,3011,100,19910330,3011,26
19400330,3012,189,19910331,3012,9
19400331,3013,128,19910401,3013,29
19400401,3014,66,19910402,3014,22
19400402,3015,34,19910403,3015,37
19400403,3016,98,19910404,3016,50
19400404,3017,15,19910405,3017,15
19400405,3018,9,19910406,3018,14
19400406,3019,9,19910407,3019,11
19400407,3020,3,19910408,3020,6
19400408,3021,3,19910409,3021,10
19400409,3022,2,19910410,3022,8
19400410,3023,2,19910411,3023,5
19400411,3024,5,19910412,3024,13
19400412,3025,4,19910413,3025,5
19400413,3026,11,19910414,3026,6
19400414,3027,11,19910415,3027,6
19400415,3028,17,19910416,3028,5
19400416,3029,14,19910417,3029,13
19400417,3030,8,19910418,3030,13
19400418,3031,4,19910419,3031,14
19400419,3032,6,19910420,3032,4
19400420,3033,9,19910421,3033,6
19400421,3034,12,19910422,3034,8
19400422,3035,18,19910423,3035,8
19400423,3036,8,19910424,3036,11
19400424,3037,8,19910425,3037,17
19400425,3038,70,19910426,3038,12
19400426,3039,43,19910427,3039,24
19400427,3040,10,19910428,3040,33
19400428,3041,8,19910429,3041,59
19400429,3042,10,19910430,3042,34
19400430,3043,11,19910501,3043,27
19400501,3044,7,19910502,3044,45
19400502,3045,5,19910503,3045,16
19400503,3046,5,19910504,3046,9
