YYYYMMDD,t1 [days],Ap1 [2 nT],YYYYMMDD,t2 [days],Ap2 [2 nT]
19520501,7427,58,20030502,7427,15
19520502,7428,59,20030503,7428,9
19520503,7429,56,20030504,7429,5
19520504,7430,47,20030505,7430,14
19520505,7431,29,20030506,7431,28
19520506,7432,26,20030507,7432,38
19520507,7433,74,20030508,7433,39
19520508,7434,30,20030509,7434,31
19520509,7435,3,20030510,7435,42
19520510,7436,6,20030511,7436,31
19520511,7437,12,20030512,7437,20
19520512,7438,12,20030513,7438,24
19520513,7439,13,20030514,7439,29
19520514,7440,9,20030515,7440,22
19520515,7441,5,20030516,7441,9
19520516,7442,4,20030517,7442,7
19520517,7443,6,20030518,7443,8
19520518,7444,36,20030519,7444,10
19520519,7445,33,20030520,7445,10
19520520,7446,19,20030521,7446,29
19520521,7447,14,20030522,7447,26
19520522,7448,4,20030523,7448,16
19520523,7449,7,20030524,7449,21
19520524,7450,13,20030525,7450,16
19520525,7451,16,20030526,7451,16
19520526,7452,52,20030527,7452,30
19520527,7453,72,20030528,7453,34
19520528,7454,38,20030529,7454,109
19520529,7455,38,20030530,7455,59
19520530,7456,21,20030531,7456,20
19520531,7457,22,20030601,7457,22
19520601,7458,10,20030602,7458,38
19520602,7459,8,20030603,7459,29
19520603,7460,9,20030604,7460,22
19520604,7461,6,20030605,7461,10
19520605,7462,8,20030606,7462,13
19520606,7463,6,20030607,7463,25
19520607,7464,5,20030608,7464,37
19520608,7465,25,20030609,7465,28
19520609,7466,32,20030610,7466,24
19520610,7467,20,20030611,7467,12
19520611,7468,17,20030612,7468,7
19520612,7469,8,20030613,7469,9
19520613,7470,5,20030614,7470,28
19520614,7471,32,20030615,7471,18
19520615,7472,20,20030616,7472,40
19520616,7473,22,20030617,7473,49
19520617,7474,15,20030618,7474,60
19520618,7475,14,20030619,7475,14
19520619,7476,6,20030620,7476,11
19520620,7477,5,20030621,7477,22
19520621,7478,5,20030622,7478,12
19520622,7479,25,20030623,7479,18
19520623,7480,32,20030624,7480,23
19520624,7481,37,20030625,7481,16
19520625,7482,16,20030626,7482,16
19520626,7483,19,20030627,7483,31
19520627,7484,15,20030628,7484,42
19520628,7485,8,20030629,7485,24
19520629,7486,18,20030630,7486,17
19520630,7487,78,20030701,7487,8
19520701,7488,18,20030702,7488,12
19520702,7489,8,20030703,7489,19
19520703,7490,11,20030704,7490,22
19520704,7491,10,20030705,7491,18
19520705,7492,54,20030706,7492,9
19520706,7493,26,20030707,7493,11
19520707,7494,9,20030708,7494,3
19520708,7495,11,20030709,7495,4
19520709,7496,22,20030710,7496,7
19520710,7497,22,20030711,7497,52
19520711,7498,13,20030712,7498,43
19520712,7499,8,20030713,7499,13
19520713,7500,9,20030714,7500,14
19520714,7501,14,20030715,7501,28
19520715,7502,16,20030716,7502,48
19520716,7503,9,20030717,7503,18
19520717,7504,8,20030718,7504,15
19520718,7505,8,20030719,7505,30
19520719,7506,5,20030720,7506,17
19520720,7507,33,20030721,7507,7
19520721,7508,48,20030722,7508,6
19520722,7509,17,20030723,7509,9
19520723,7510,10,20030724,7510,7
19520724,7511,10,20030725,7511,8
19520725,7512,11,20030726,7512,33
19520726,7513,11,20030727,7513,22
19520727,7514,9,20030728,7514,21
19520728,7515,5,20030729,7515,38
19520729,7516,3,20030730,7516,27
19520730,7517,3,20030731,7517,35
19520731,7518,17,20030801,7518,39
19520801,7519,9,20030802,7519,21
19520802,7520,10,20030803,7520,14
19520803,7521,30,20030804,7521,10
19520804,7522,17,20030805,7522,7
19520805,7523,12,20030806,7523,32
19520806,7524,20,20030807,7524,32
19520807,7525,14,20030808,7525,33
19520808,7526,9,20030809,7526,14
19520809,7527,7,20030810,7527,9
19520810,7528,18,20030811,7528,10
19520811,7529,13,20030812,7529,26
19520812,7530,20,20030813,7530,15
19520813,7531,6,20030814,7531,14
19520814,7532,5,20030815,7532,11
19520815,7533,6,20030816,7533,8
19520816,7534,5,20030817,7534,20
19520817,7535,31,20030818,7535,108
19520818,7536,31,20030819,7536,19
19520819,7537,15,20030820,7537,17
19520820,7538,18,20030821,7538,58
19520821,7539,6,20030822,7539,46
19520822,7540,5,20030823,7540,36
19520823,7541,9,20030824,7541,20
19520824,7542,6,20030825,7542,20
19520825,7543,4,20030826,7543,11
19520826,7544,5,20030827,7544,8
19520827,7545,11,20030828,7545,18
19520828,7546,5,20030829,7546,16
19520829,7547,14,20030830,7547,14
19520830,7548,24,20030831,7548,6
19520831,7549,10,20030901,7549,13
19520901,7550,51,20030902,7550,12
19520902,7551,39,20030903,7551,15
19520903,7552,25,20030904,7552,22
19520904,7553,12,20030905,7553,16
19520905,7554,18,20030906,7554,8
19520906,7555,15,20030907,7555,4
19520907,7556,31,20030908,7556,5
19520908,7557,59,20030909,7557,22
19520909,7558,50,20030910,7558,21
19520910,7559,22,20030911,7559,14
19520911,7560,13,20030912,7560,9
19520912,7561,21,20030913,7561,8
19520913,7562,5,20030914,7562,4
19520914,7563,26,20030915,7563,4
19520915,7564,12,20030916,7564,34
19520916,7565,10,20030917,7565,70
19520917,7566,6,20030918,7566,50
19520918,7567,5,20030919,7567,39
19520919,7568,4,20030920,7568,27
19520920,7569,10,20030921,7569,18
19520921,7570,16,20030922,7570,17
19520922,7571,7,20030923,7571,15
19520923,7572,4,20030924,7572,41
19520924,7573,11,20030925,7573,28
19520925,7574,13,20030926,7574,15
19520926,7575,24,20030927,7575,6
19520927,7576,23,20030928,7576,4
19520928,7577,36,20030929,7577,4
19520929,7578,71,20030930,7578,4
19520930,7579,48,20031001,7579,10
19521001,7580,13,20031002,7580,8
19521002,7581,13,20031003,7581,17
19521003,7582,31,20031004,7582,5
19521004,7583,69,20031005,7583,5
19521005,7584,68,20031006,7584,9
19521006,7585,27,20031007,7585,15
19521007,7586,12,20031008,7586,6
19521008,7587,21,20031009,7587,7
19521009,7588,12,20031010,7588,2
19521010,7589,16,20031011,7589,2
19521011,7590,24,20031012,7590,4
19521012,7591,20,20031013,7591,16
19521013,7592,7,20031014,7592,66
19521014,7593,10,20031015,7593,44
19521015,7594,5,20031016,7594,29
19521016,7595,8,20031017,7595,32
19521017,7596,14,20031018,7596,25
19521018,7597,16,20031019,7597,37
19521019,7598,9,20031020,7598,36
19521020,7599,7,20031021,7599,49
19521021,7600,25,20031022,7600,34
19521022,7601,4,20031023,7601,6
19521023,7602,3,20031024,7602,38
19521024,7603,2,20031025,7603,16
19521025,7604,14,20031026,7604,10
19521026,7605,41,20031027,7605,11
19521027,7606,11,20031028,7606,25
19521028,7607,12,20031029,7607,204
19521029,7608,14,20031030,7608,191
19521030,7609,43,20031031,7609,116
19521031,7610,50,20031101,7610,26
19521101,7611,26,20031102,7611,18
19521102,7612,17,20031103,7612,13
19521103,7613,10,20031104,7613,38
19521104,7614,5,20031105,7614,6
19521105,7615,6,20031106,7615,17
19521106,7616,17,20031107,7616,8
19521107,7617,16,20031108,7617,8
19521108,7618,17,20031109,7618,29
19521109,7619,10,20031110,7619,27
19521110,7620,2,20031111,7620,61
19521111,7621,4,20031112,7621,30
19521112,7622,2,20031113,7622,52
19521113,7623,2,20031114,7623,38
19521114,7624,6,20031115,7624,40
19521115,7625,8,20031116,7625,41
19521116,7626,10,20031117,7626,39
19521117,7627,12,20031118,7627,26
19521118,7628,7,20031119,7628,12
19521119,7629,5,20031120,7629,150
19521120,7630,5,20031121,7630,42
19521121,7631,30,20031122,7631,30
19521122,7632,17,20031123,7632,22
19521123,7633,10,20031124,7633,13
19521124,7634,7,20031125,7634,14
19521125,7635,9,20031126,7635,8
19521126,7636,25,20031127,7636,6
19521127,7637,40,20031128,7637,5
19521128,7638,23,20031129,7638,6
19521129,7639,13,20031130,7639,12
19521130,7640,11,20031201,7640,10
19521201,7641,20,20031202,7641,7
19521202,7642,31,20031203,7642,4
19521203,7643,21,20031204,7643,6
19521204,7644,38,20031205,7644,39
19521205,7645,21,20031206,7645,23
19521206,7646,8,20031207,7646,14
19521207,7647,6,20031208,7647,35
19521208,7648,4,20031209,7648,29
19521209,7649,2,20031210,7649,41
19521210,7650,8,20031211,7650,40
19521211,7651,10,20031212,7651,25
19521212,7652,12,20031213,7652,26
19521213,7653,36,20031214,7653,27
19521214,7654,4,20031215,7654,25
19521215,7655,12,20031216,7655,10
19521216,7656,9,20031217,7656,7
19521217,7657,8,20031218,7657,3
19521218,7658,10,20031219,7658,1
19521219,7659,4,20031220,7659,16
19521220,7660,4,20031221,7660,24
19521221,7661,3,20031222,7661,18
19521222,7662,7,20031223,7662,7
19521223,7663,3,20031224,7663,6
19521224,7664,25,20031225,7664,5
19521225,7665,21,20031226,7665,8
19521226,7666,11,20031227,7666,11
19521227,7667,23,20031228,7667,13
19521228,7668,21,20031229,7668,5
19521229,7669,32,20031230,7669,6
19521230,7670,31,20031231,7670,19
19521231,7671,24,20040101,7671,24
19530101,7672,18,20040102,7672,15
19530102,7673,20,20040103,7673,22
19530103,7674,9,20040104,7674,22
19530104,7675,6,20040105,7675,25
19530105,7676,51,20040106,7676,24
19530106,7677,14,20040107,7677,29
19530107,7678,8,20040108,7678,7
19530108,7679,9,20040109,7679,23
19530109,7680,11,20040110,7680,26
19530110,7681,6,20040111,7681,19
19530111,7682,9,20040112,7682,9
19530112,7683,6,20040113,7683,20
19530113,7684,11,20040114,7684,12
19530114,7685,9,20040115,7685,18
19530115,7686,4,20040116,7686,29
19530116,7687,4,20040117,7687,18
19530117,7688,5,20040118,7688,18
19530118,7689,11,20040119,7689,18
19530119,7690,27,20040120,7690,18
19530120,7691,17,20040121,7691,14
19530121,7692,9,20040122,7692,64
19530122,7693,7,20040123,7693,43
19530123,7694,7,20040124,7694,18
19530124,7695,12,20040125,7695,38
19530125,7696,24,20040126,7696,18
19530126,7697,44,20040127,7697,17
19530127,7698,34,20040128,7698,23
19530128,7699,27,20040129,7699,9
19530129,7700,26,20040130,7700,19
19530130,7701,19,20040131,7701,10
19530131,7702,13,20040201,7702,10
19530201,7703,5,20040202,7703,18
19530202,7704,7,20040203,7704,20
19530203,7705,6,20040204,7705,15
19530204,7706,7,20040205,7706,12
19530205,7707,3,20040206,7707,21
19530206,7708,3,20040207,7708,7
19530207,7709,2,20040208,7709,4
19530208,7710,5,20040209,7710,7
19530209,7711,13,20040210,7711,6
19530210,7712,13,20040211,7712,28
19530211,7713,10,20040212,7713,30
19530212,7714,5,20040213,7714,25
19530213,7715,2,20040214,7715,20
19530214,7716,12,20040215,7716,24
19530215,7717,11,20040216,7717,7
19530216,7718,16,20040217,7718,4
19530217,7719,9,20040218,7719,8
19530218,7720,6,20040219,7720,8
19530219,7721,11,20040220,7721,4
19530220,7722,6,20040221,7722,7
19530221,7723,12,20040222,7723,8
19530222,7724,25,20040223,7724,9
19530223,7725,41,20040224,7725,11
19530224,7726,55,20040225,7726,6
19530225,7727,42,20040226,7727,3
19530226,7728,44,20040227,7728,12
19530227,7729,28,20040228,7729,19
19530228,7730,22,20040229,7730,24
19530301,7731,14,20040301,7731,21
19530302,7732,68,20040302,7732,21
19530303,7733,28,20040303,7733,13
19530304,7734,9,20040304,7734,6
19530305,7735,9,20040305,7735,5
19530306,7736,8,20040306,7736,3
19530307,7737,18,20040307,7737,3
19530308,7738,30,20040308,7738,3
19530309,7739,39,20040309,7739,28
19530310,7740,20,20040310,7740,45
19530311,7741,7,20040311,7741,40
19530312,7742,5,20040312,7742,28
19530313,7743,4,20040313,7743,14
19530314,7744,11,20040314,7744,16
19530315,7745,13,20040315,7745,15
19530316,7746,12,20040316,7746,10
19530317,7747,5,20040317,7747,6
19530318,7748,4,20040318,7748,10
19530319,7749,20,20040319,7749,7
19530320,7750,11,20040320,7750,12
19530321,7751,34,20040321,7751,11
19530322,7752,24,20040322,7752,13
19530323,7753,43,20040323,7753,7
19530324,7754,63,20040324,7754,3
19530325,7755,42,20040325,7755,4
19530326,7756,25,20040326,7756,17
19530327,7757,24,20040327,7757,22
19530328,7758,21,20040328,7758,21
19530329,7759,12,20040329,7759,10
19530330,7760,16,20040330,7760,14
19530331,7761,8,20040331,7761,9
19530401,7762,14,20040401,7762,4
19530402,7763,15,20040402,7763,3
19530403,7764,12,20040403,7764,41
19530404,7765,34,20040404,7765,18
19530405,7766,6,20040405,7766,24
19530406,7767,7,20040406,7767,25
19530407,7768,3,20040407,7768,12
19530408,7769,8,20040408,7769,14
19530409,7770,8,20040409,7770,16
19530410,7771,15,20040410,7771,11
19530411,7772,24,20040411,7772,10
19530412,7773,14,20040412,7773,10
19530413,7774,20,20040413,7774,6
19530414,7775,6,20040414,7775,4
19530415,7776,11,20040415,7776,7
19530416,7777,39,20040416,7777,13
19530417,7778,14,20040417,7778,8
19530418,7779,12,20040418,7779,8
19530419,7780,22,20040419,7780,6
19530420,7781,36,20040420,7781,4
19530421,7782,28,20040421,7782,7
19530422,7783,22,20040422,7783,4
19530423,7784,23,20040423,7784,19
19530424,7785,9,20040424,7785,10
19530425,7786,12,20040425,7786,11
19530426,7787,14,20040426,7787,5
19530427,7788,9,20040427,7788,4
19530428,7789,7,20040428,7789,9
19530429,7790,9,20040429,7790,4
19530430,7791,13,20040430,7791,16
19530501,7792,5,20040501,7792,9
19530502,7793,4,20040502,7793,6
19530503,7794,4,20040503,7794,6
19530504,7795,5,20040504,7795,7
19530505,7796,11,20040505,7796,14
19530506,7797,36,20040506,7797,8
19530507,7798,25,20040507,7798,16
19530508,7799,28,20040508,7799,8
19530509,7800,22,20040509,7800,5
19530510,7801,10,20040510,7801,6
19530511,7802,8,20040511,7802,12
19530512,7803,5,20040512,7803,12
19530513,7804,3,20040513,7804,12
19530514,7805,4,20040514,7805,5
19530515,7806,55,20040515,7806,7
19530516,7807,85,20040516,7807,4
19530517,7808,28,20040517,7808,4
19530518,7809,16,20040518,7809,4
19530519,7810,26,20040519,7810,9
19530520,7811,15,20040520,7811,13
19530521,7812,10,20040521,7812,7
19530522,7813,15,20040522,7813,8
19530523,7814,7,20040523,7814,11
19530524,7815,6,20040524,7815,10
19530525,7816,5,20040525,7816,4
19530526,7817,7,20040526,7817,3
19530527,7818,24,20040527,7818,4
19530528,7819,7,20040528,7819,7
19530529,7820,5,20040529,7820,15
19530530,7821,5,20040530,7821,12
19530531,7822,8,20040531,7822,12
19530601,7823,5,20040601,7823,16
19530602,7824,49,20040602,7824,10
19530603,7825,33,20040603,7825,8
19530604,7826,23,20040604,7826,7
19530605,7827,20,20040605,7827,11
19530606,7828,13,20040606,7828,11
19530607,7829,8,20040607,7829,8
19530608,7830,5,20040608,7830,9
19530609,7831,5,20040609,7831,13
19530610,7832,12,20040610,7832,10
19530611,7833,8,20040611,7833,5
19530612,7834,14,20040612,7834,3
19530613,7835,13,20040613,7835,4
19530614,7836,8,20040614,7836,10
19530615,7837,5,20040615,7837,18
19530616,7838,4,20040616,7838,7
19530617,7839,9,20040617,7839,7
19530618,7840,5,20040618,7840,9
19530619,7841,4,20040619,7841,4
19530620,7842,16,20040620,7842,4
19530621,7843,13,20040621,7843,4
19530622,7844,9,20040622,7844,2
19530623,7845,3,20040623,7845,3
19530624,7846,7,20040624,7846,3
19530625,7847,5,20040625,7847,3
19530626,7848,2,20040626,7848,8
19530627,7849,4,20040627,7849,3
19530628,7850,4,20040628,7850,14
19530629,7851,42,20040629,7851,19
19530630,7852,36,20040630,7852,8
19530701,7853,28,20040701,7853,8
19530702,7854,29,20040702,7854,8
19530703,7855,16,20040703,7855,6
19530704,7856,18,20040704,7856,5
19530705,7857,11,20040705,7857,6
19530706,7858,11,20040706,7858,5
19530707,7859,19,20040707,7859,3
19530708,7860,14,20040708,7860,2
19530709,7861,11,20040709,7861,4
19530710,7862,6,20040710,7862,6
19530711,7863,5,20040711,7863,18
19530712,7864,12,20040712,7864,12
19530713,7865,12,20040713,7865,14
19530714,7866,10,20040714,7866,6
19530715,7867,15,20040715,7867,6
19530716,7868,3,20040716,7868,9
19530717,7869,4,20040717,7869,21
19530718,7870,5,20040718,7870,6
19530719,7871,6,20040719,7871,8
19530720,7872,7,20040720,7872,8
19530721,7873,5,20040721,7873,4
19530722,7874,6,20040722,7874,31
19530723,7875,43,20040723,7875,52
19530724,7876,14,20040724,7876,37
19530725,7877,9,20040725,7877,154
19530726,7878,20,20040726,7878,47
19530727,7879,44,20040727,7879,186
19530728,7880,26,20040728,7880,15
19530729,7881,31,20040729,7881,6
19530730,7882,24,20040730,7882,7
19530731,7883,17,20040731,7883,7
19530801,7884,14,20040801,7884,8
19530802,7885,11,20040802,7885,6
19530803,7886,7,20040803,7886,3
19530804,7887,8,20040804,7887,3
19530805,7888,6,20040805,7888,5
19530806,7889,6,20040806,7889,5
19530807,7890,10,20040807,7890,15
19530808,7891,6,20040808,7891,3
19530809,7892,16,20040809,7892,14
19530810,7893,18,20040810,7893,16
19530811,7894,18,20040811,7894,10
19530812,7895,41,20040812,7895,7
19530813,7896,24,20040813,7896,6
19530814,7897,11,20040814,7897,7
19530815,7898,8,20040815,7898,4
19530816,7899,10,20040816,7899,5
19530817,7900,4,20040817,7900,10
19530818,7901,6,20040818,7901,8
19530819,7902,4,20040819,7902,4
19530820,7903,3,20040820,7903,15
19530821,7904,3,20040821,7904,16
19530822,7905,4,20040822,7905,12
19530823,7906,42,20040823,7906,5
19530824,7907,58,20040824,7907,3
19530825,7908,30,20040825,7908,4
19530826,7909,24,20040826,7909,5
19530827,7910,42,20040827,7910,6
19530828,7911,35,20040828,7911,7
19530829,7912,38,20040829,7912,5
19530830,7913,46,20040830,7913,42
19530831,7914,28,20040831,7914,28
19530901,7915,15,20040901,7915,7
19530902,7916,21,20040902,7916,6
19530903,7917,40,20040903,7917,2
19530904,7918,61,20040904,7918,2
19530905,7919,23,20040905,7919,7
19530906,7920,14,20040906,7920,14
19530907,7921,14,20040907,7921,11
19530908,7922,10,20040908,7922,7
19530909,7923,7,20040909,7923,3
19530910,7924,8,20040910,7924,2
19530911,7925,17,20040911,7925,2
19530912,7926,10,20040912,7926,2
19530913,7927,11,20040913,7927,8
19530914,7928,3,20040914,7928,32
19530915,7929,19,20040915,7929,14
19530916,7930,14,20040916,7930,19
19530917,7931,14,20040917,7931,21
19530918,7932,18,20040918,7932,15
19530919,7933,80,20040919,7933,5
19530920,7934,37,20040920,7934,12
19530921,7935,28,20040921,7935,8
19530922,7936,33,20040922,7936,16
19530923,7937,46,20040923,7937,12
19530924,7938,31,20040924,7938,6
19530925,7939,13,20040925,7939,3
19530926,7940,8,20040926,7940,3
19530927,7941,20,20040927,7941,4
19530928,7942,8,20040928,7942,7
19530929,7943,4,20040929,7943,4
19530930,7944,7,20040930,7944,3
19531001,7945,14,20041001,7945,3
19531002,7946,6,20041002,7946,11
19531003,7947,7,20041003,7947,12
19531004,7948,5,20041004,7948,12
19531005,7949,4,20041005,7949,4
19531006,7950,5,20041006,7950,3
19531007,7951,13,20041007,7951,2
19531008,7952,10,20041008,7952,5
19531009,7953,9,20041009,7953,5
19531010,7954,10,20041010,7954,8
19531011,7955,8,20041011,7955,11
19531012,7956,4,20041012,7956,9
19531013,7957,4,20041013,7957,33
19531014,7958,3,20041014,7958,22
19531015,7959,46,20041015,7959,8
19531016,7960,44,20041016,7960,4
19531017,7961,33,20041017,7961,2
19531018,7962,50,20041018,7962,3
19531019,7963,56,20041019,7963,4
19531020,7964,39,20041020,7964,12
19531021,7965,26,20041021,7965,8
19531022,7966,20,20041022,7966,6
19531023,7967,13,20041023,7967,2
